Filename,Genus,Species,Name of Training Set ,Data Type,Number of Specimens ,Man PC1,Man PC2,Man PC3,Man PC4,Man PC5,AI PC1,AI PC2,AI PC3,AI PC4,AI PC5
st061_bl1_fo3.tif,Menardella,pertenuis,T2_AI_4_Images,Original,4,0.01631417,0.003404825,0.004092017,-0.019893118,0.006014749,0.017225757,0.003607877,0.004411612,-0.020985847,0.006172578
st061_bl1_fo5.tif,Menardella,pertenuis,T2_AI_4_Images,Original,4,0.004500628,-0.001620028,-0.004584568,0.035653294,0.020053791,-0.000588475,-0.004834001,0.000195685,0.036406452,0.020539955
st062_bl1_fo2.tif,Menardella,exilis,T2_AI_4_Images,Original,4,-0.005197461,-0.044728877,-0.039032409,-0.011985118,0.008188173,-0.005373576,-0.045317074,-0.039208632,-0.011697398,0.008366049
st062_bl1_fo3.tif,Menardella,exilis,T2_AI_4_Images,Original,4,0.017803121,0.001226742,0.020683497,-0.010850338,0.022845408,0.0125478,0.000452284,0.02490978,-0.011081993,0.023619459
st062_bl1_fo5.tif,Menardella,exilis,T2_AI_4_Images,Original,4,0.013939436,-0.01372802,0.021617158,-0.015787263,0.001277945,0.003792797,-0.016784756,0.024297503,-0.015456685,0.002553391
st049_bl1_fo2.tif,Menardella,limbata,T3_AI_8_Images,Original,8,0.043289233,0.005486646,-0.016799821,-0.002619178,-0.008017167,0.037444814,0.000481307,-0.036120749,-0.002520329,-0.01068546
st049_bl1_fo3.tif,Menardella,limbata,T3_AI_8_Images,Original,8,0.022859018,0.01944302,-0.006812406,-0.000891497,0.008566254,0.024275317,0.019936081,-0.007399626,-0.000768001,0.008275695
st049_bl1_fo4.tif,Menardella,limbata,T3_AI_8_Images,Original,8,-0.015528318,0.018551074,-0.011186008,0.010516438,-0.030435022,-0.018019025,0.017969582,-0.01015795,0.010784922,-0.030693114
st049_bl2_fo1.tif,Menardella,limbata,T3_AI_8_Images,Original,8,-0.027504167,0.03924355,-0.00386617,-0.001357642,-0.002531884,-0.035566151,0.02961885,-0.004097342,-0.001713517,-0.001829125
st050_bl1_fo1.tif,Menardella,exilis,T3_AI_8_Images,Original,8,0.032320828,-0.005309148,0.000534149,-0.013469877,-0.017033178,0.035231072,-0.003851552,-0.003057637,-0.012658345,-0.017049454
st050_bl1_fo2.tif,Menardella,exilis,T3_AI_8_Images,Original,8,0.029935603,0.006590821,0.008827805,0.001086929,-0.02837814,0.032283561,0.005920788,0.004623164,0.002014968,-0.028359135
st050_bl1_fo3.tif,Menardella,exilis,T3_AI_8_Images,Original,8,0.008683537,-0.016887691,0.035431531,0.017092755,-0.009469478,0.006501612,-0.017888307,0.034411682,0.017572217,-0.009397685
st050_bl1_fo4.tif,Menardella,exilis,T3_AI_8_Images,Original,8,0.011040386,-0.003534192,0.008039564,0.032192459,0.007755641,0.008989732,-0.006147088,0.007896726,0.032261567,0.007894382
st050_bl1_fo5.tif,Menardella,exilis,T3_AI_8_Images,Original,8,-0.004021441,-0.017921174,0.023258098,-0.008868807,-0.010246169,-0.003389468,-0.01769261,0.022828048,-0.008813933,-0.01035022
st051_bl1_fo1.tif,Menardella,pertenuis,T3_AI_8_Images,Original,8,-0.014418384,0.022453273,0.008670465,-0.019376923,0.017200496,-0.012040788,0.023060833,0.007082644,-0.018878339,0.016381337
st051_bl1_fo2.tif,Menardella,pertenuis,T3_AI_8_Images,Original,8,-0.030802578,0.018774223,-0.003497841,0.001135959,-0.014917867,-0.042600798,0.004948739,-0.003175619,7.06E-05,-0.011091314
st051_bl1_fo3.tif,Menardella,pertenuis,T3_AI_8_Images,Original,8,-0.032194585,-0.010788008,-0.006069891,-0.015944423,-0.001362794,-0.031324706,-0.00865128,-0.00552398,-0.017218433,-0.001794128
st051_bl1_fo4.tif,Menardella,pertenuis,T3_AI_8_Images,Original,8,-0.03442146,0.012615284,-0.003590305,-0.003155061,0.006888539,-0.038042467,0.007522745,-0.002402995,-0.003915675,0.006354933
st051_bl1_fo5.tif,Menardella,pertenuis,T3_AI_8_Images,Original,8,-0.027604369,-0.018795899,-0.006316749,0.014954438,-0.002716053,-0.033840231,-0.024844742,-0.009945429,0.012640199,0.002935168
st061_bl1_fo2.tif,Menardella,pertenuis,T3_AI_8_Images,Original,8,0.024705656,0.019750549,-0.015479582,0.005299794,0.01955062,0.02512221,0.019958999,-0.017580574,0.006112561,0.018699982
st061_bl1_fo3.tif,Menardella,pertenuis,T3_AI_8_Images,Original,8,0.01631417,0.003404825,0.004092017,-0.019893118,0.006014749,0.018511635,0.004918339,0.003880859,-0.020705415,0.005323185
st061_bl1_fo5.tif,Menardella,pertenuis,T3_AI_8_Images,Original,8,0.004500628,-0.001620028,-0.004584568,0.035653294,0.020053791,-0.001543221,-0.004025284,0.000651337,0.035573611,0.021440921
st062_bl1_fo2.tif,Menardella,exilis,T3_AI_8_Images,Original,8,-0.005197461,-0.044728877,-0.039032409,-0.011985118,0.008188173,-0.005674101,-0.044592132,-0.039664796,-0.01181281,0.007868193
st062_bl1_fo3.tif,Menardella,exilis,T3_AI_8_Images,Original,8,0.017803121,0.001226742,0.020683497,-0.010850338,0.022845408,0.016016822,0.002466238,0.022030443,-0.011807799,0.023671832
st062_bl1_fo5.tif,Menardella,exilis,T3_AI_8_Images,Original,8,0.013939436,-0.01372802,0.021617158,-0.015787263,0.001277945,0.003338643,-0.016455978,0.023549833,-0.014974429,0.001596016
st049_bl1_fo2.tif,Menardella,limbata,T4_AI_16_Images,Original,16,0.043289233,0.005486646,-0.016799821,-0.002619178,-0.008017167,0.03712221,0.00077357,-0.036335646,-0.001819451,-0.01114509
st049_bl1_fo3.tif,Menardella,limbata,T4_AI_16_Images,Original,16,0.022859018,0.01944302,-0.006812406,-0.000891497,0.008566254,0.024145208,0.01958138,-0.006665038,-0.000540529,0.008152872
st049_bl1_fo4.tif,Menardella,limbata,T4_AI_16_Images,Original,16,-0.015528318,0.018551074,-0.011186008,0.010516438,-0.030435022,-0.019170279,0.018099887,-0.010059461,0.010450315,-0.029895
st049_bl2_fo1.tif,Menardella,limbata,T4_AI_16_Images,Original,16,-0.027504167,0.03924355,-0.00386617,-0.001357642,-0.002531884,-0.030009484,0.034674652,-0.002610703,-0.00157274,-0.0026478
st050_bl1_fo1.tif,Menardella,exilis,T4_AI_16_Images,Original,16,0.032320828,-0.005309148,0.000534149,-0.013469877,-0.017033178,0.035137148,-0.004096554,-0.003240128,-0.012277643,-0.017378064
st050_bl1_fo2.tif,Menardella,exilis,T4_AI_16_Images,Original,16,0.029935603,0.006590821,0.008827805,0.001086929,-0.02837814,0.03098789,0.00567395,0.006723993,0.002335755,-0.02885226
st050_bl1_fo3.tif,Menardella,exilis,T4_AI_16_Images,Original,16,0.008683537,-0.016887691,0.035431531,0.017092755,-0.009469478,0.009431749,-0.017062898,0.033891725,0.018367333,-0.009186902
st050_bl1_fo4.tif,Menardella,exilis,T4_AI_16_Images,Original,16,0.011040386,-0.003534192,0.008039564,0.032192459,0.007755641,0.011765093,-0.003357964,0.006868907,0.031815531,0.006988169
st050_bl1_fo5.tif,Menardella,exilis,T4_AI_16_Images,Original,16,-0.004021441,-0.017921174,0.023258098,-0.008868807,-0.010246169,-0.005253054,-0.01897315,0.025296959,-0.009156323,-0.00974952
st051_bl1_fo1.tif,Menardella,pertenuis,T4_AI_16_Images,Original,16,-0.014418384,0.022453273,0.008670465,-0.019376923,0.017200496,-0.010394316,0.022758694,0.00756656,-0.019496166,0.018386809
st051_bl1_fo2.tif,Menardella,pertenuis,T4_AI_16_Images,Original,16,-0.030802578,0.018774223,-0.003497841,0.001135959,-0.014917867,-0.040291506,0.005360114,0.001562321,0.001569132,-0.013819608
st051_bl1_fo3.tif,Menardella,pertenuis,T4_AI_16_Images,Original,16,-0.032194585,-0.010788008,-0.006069891,-0.015944423,-0.001362794,-0.032469435,-0.009606433,-0.005278986,-0.0174897,-0.001808781
st051_bl1_fo4.tif,Menardella,pertenuis,T4_AI_16_Images,Original,16,-0.03442146,0.012615284,-0.003590305,-0.003155061,0.006888539,-0.037461447,0.007995477,-0.00115304,-0.004542463,0.005699071
st051_bl1_fo5.tif,Menardella,pertenuis,T4_AI_16_Images,Original,16,-0.027604369,-0.018795899,-0.006316749,0.014954438,-0.002716053,-0.030372734,-0.023310727,-0.005825679,0.014479148,-0.001790922
st061_bl1_fo2.tif,Menardella,pertenuis,T4_AI_16_Images,Original,16,0.024705656,0.019750549,-0.015479582,0.005299794,0.01955062,0.02687153,0.020814198,-0.018930197,0.006022864,0.017822598
st061_bl1_fo3.tif,Menardella,pertenuis,T4_AI_16_Images,Original,16,0.01631417,0.003404825,0.004092017,-0.019893118,0.006014749,0.017779785,0.003670003,0.003928985,-0.020170448,0.005771633
st061_bl1_fo5.tif,Menardella,pertenuis,T4_AI_16_Images,Original,16,0.004500628,-0.001620028,-0.004584568,0.035653294,0.020053791,0.0012874,-0.003574859,-0.000555835,0.036429586,0.020677864
st062_bl1_fo2.tif,Menardella,exilis,T4_AI_16_Images,Original,16,-0.005197461,-0.044728877,-0.039032409,-0.011985118,0.008188173,-0.004888063,-0.045160532,-0.038579523,-0.011714263,0.008196796
st062_bl1_fo3.tif,Menardella,exilis,T4_AI_16_Images,Original,16,0.017803121,0.001226742,0.020683497,-0.010850338,0.022845408,0.012606073,0.000709292,0.024816184,-0.011307415,0.024119848
st062_bl1_fo5.tif,Menardella,exilis,T4_AI_16_Images,Original,16,0.013939436,-0.01372802,0.021617158,-0.015787263,0.001277945,0.006037437,-0.016807084,0.023892697,-0.015575943,0.002126095
st049_bl1_fo2.tif,Menardella,limbata,T5_AI_20_Images,Original,20,0.043289233,0.005486646,-0.016799821,-0.002619178,-0.008017167,0.03910602,0.000557662,-0.036470298,-0.000753545,-0.010658152
st049_bl1_fo3.tif,Menardella,limbata,T5_AI_20_Images,Original,20,0.022859018,0.01944302,-0.006812406,-0.000891497,0.008566254,0.023961917,0.020230559,-0.007533229,-0.000510462,0.008171537
st049_bl1_fo4.tif,Menardella,limbata,T5_AI_20_Images,Original,20,-0.015528318,0.018551074,-0.011186008,0.010516438,-0.030435022,-0.017710221,0.019433532,-0.010241426,0.010366328,-0.030455673
st049_bl2_fo1.tif,Menardella,limbata,T5_AI_20_Images,Original,20,-0.027504167,0.03924355,-0.00386617,-0.001357642,-0.002531884,-0.030838437,0.035084745,-0.003034991,-0.001981381,-0.002287428
st050_bl1_fo1.tif,Menardella,exilis,T5_AI_20_Images,Original,20,0.032320828,-0.005309148,0.000534149,-0.013469877,-0.017033178,0.036052616,-0.003965592,-0.002647927,-0.013295131,-0.017692422
st050_bl1_fo2.tif,Menardella,exilis,T5_AI_20_Images,Original,20,0.029935603,0.006590821,0.008827805,0.001086929,-0.02837814,0.031283763,0.006710391,0.006819551,0.000943095,-0.028370288
st050_bl1_fo3.tif,Menardella,exilis,T5_AI_20_Images,Original,20,0.008683537,-0.016887691,0.035431531,0.017092755,-0.009469478,0.00805901,-0.016133414,0.034163465,0.01796356,-0.009544477
st050_bl1_fo4.tif,Menardella,exilis,T5_AI_20_Images,Original,20,0.011040386,-0.003534192,0.008039564,0.032192459,0.007755641,-0.006522572,-0.005941604,0.012508075,0.031354159,0.00775652
st050_bl1_fo5.tif,Menardella,exilis,T5_AI_20_Images,Original,20,-0.004021441,-0.017921174,0.023258098,-0.008868807,-0.010246169,-0.005478872,-0.019007448,0.025983469,-0.010239445,-0.009012006
st051_bl1_fo1.tif,Menardella,pertenuis,T5_AI_20_Images,Original,20,-0.014418384,0.022453273,0.008670465,-0.019376923,0.017200496,-0.010805084,0.023809348,0.006929643,-0.019337487,0.016526567
st051_bl1_fo2.tif,Menardella,pertenuis,T5_AI_20_Images,Original,20,-0.030802578,0.018774223,-0.003497841,0.001135959,-0.014917867,-0.039291748,0.008950007,-0.000599318,0.001182091,-0.014212923
st051_bl1_fo3.tif,Menardella,pertenuis,T5_AI_20_Images,Original,20,-0.032194585,-0.010788008,-0.006069891,-0.015944423,-0.001362794,-0.032524495,-0.008820318,-0.005131979,-0.016856449,-0.001661263
st051_bl1_fo4.tif,Menardella,pertenuis,T5_AI_20_Images,Original,20,-0.03442146,0.012615284,-0.003590305,-0.003155061,0.006888539,-0.039238331,0.005649219,-0.003396966,-0.004117494,0.006750738
st051_bl1_fo5.tif,Menardella,pertenuis,T5_AI_20_Images,Original,20,-0.027604369,-0.018795899,-0.006316749,0.014954438,-0.002716053,-0.034881356,-0.024752779,-0.008306368,0.012098221,0.002166047
st061_bl1_fo2.tif,Menardella,pertenuis,T5_AI_20_Images,Original,20,0.024705656,0.019750549,-0.015479582,0.005299794,0.01955062,0.025735709,0.019804863,-0.017525405,0.005262667,0.018720872
st061_bl1_fo3.tif,Menardella,pertenuis,T5_AI_20_Images,Original,20,0.01631417,0.003404825,0.004092017,-0.019893118,0.006014749,0.017843782,0.004844822,0.003814839,-0.020357633,0.005269184
st061_bl1_fo5.tif,Menardella,pertenuis,T5_AI_20_Images,Original,20,0.004500628,-0.001620028,-0.004584568,0.035653294,0.020053791,-0.000634669,-0.003006214,-4.67E-05,0.035964348,0.020906755
st062_bl1_fo2.tif,Menardella,exilis,T5_AI_20_Images,Original,20,-0.005197461,-0.044728877,-0.039032409,-0.011985118,0.008188173,-0.006307303,-0.044607456,-0.039317718,-0.01160637,0.007577533
st062_bl1_fo3.tif,Menardella,exilis,T5_AI_20_Images,Original,20,0.017803121,0.001226742,0.020683497,-0.010850338,0.022845408,0.012201901,0.001461637,0.024850834,-0.011738233,0.023991113
st062_bl1_fo5.tif,Menardella,exilis,T5_AI_20_Images,Original,20,0.013939436,-0.01372802,0.021617158,-0.015787263,0.001277945,0.005858823,-0.015604535,0.023783048,-0.015628328,0.001578017
st049_bl1_fo2.tif,Menardella,limbata,Aug_T0_AI_1_Images,Augmented ,1,0.043289233,0.005486646,-0.016799821,-0.002619178,-0.008017167,0.043416262,0.002796899,-0.028960335,0.004889936,-0.004930293
st049_bl1_fo3.tif,Menardella,limbata,Aug_T0_AI_1_Images,Augmented ,1,0.022859018,0.01944302,-0.006812406,-0.000891497,0.008566254,0.025447697,0.004548866,-0.016475221,0.004348185,0.006486851
st049_bl1_fo4.tif,Menardella,limbata,Aug_T0_AI_1_Images,Augmented ,1,-0.015528318,0.018551074,-0.011186008,0.010516438,-0.030435022,-0.024432763,0.01783766,-0.010187128,0.005998185,-0.021470464
st049_bl2_fo1.tif,Menardella,limbata,Aug_T0_AI_1_Images,Augmented ,1,-0.027504167,0.03924355,-0.00386617,-0.001357642,-0.002531884,-0.027196137,0.038323374,-0.003769447,-0.001248143,-0.001785657
st050_bl1_fo1.tif,Menardella,exilis,Aug_T0_AI_1_Images,Augmented ,1,0.032320828,-0.005309148,0.000534149,-0.013469877,-0.017033178,0.034894441,-0.003289943,-0.003034098,-0.013268585,-0.01738188
st050_bl1_fo2.tif,Menardella,exilis,Aug_T0_AI_1_Images,Augmented ,1,0.029935603,0.006590821,0.008827805,0.001086929,-0.02837814,0.031511411,0.006844702,0.005126385,0.000617611,-0.026571252
st050_bl1_fo3.tif,Menardella,exilis,Aug_T0_AI_1_Images,Augmented ,1,0.008683537,-0.016887691,0.035431531,0.017092755,-0.009469478,0.005894143,-0.020751607,0.035400105,0.01616527,-0.008391131
st050_bl1_fo4.tif,Menardella,exilis,Aug_T0_AI_1_Images,Augmented ,1,0.011040386,-0.003534192,0.008039564,0.032192459,0.007755641,0.011980093,0.001434643,0.004340265,0.028822111,0.005175393
